obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
468,68,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,904.8130000000001,100
469,69,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,822.9739999999999,100
470,69,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,807.559,100
471,69,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,617.414,100
472,69,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,493.964,100
473,69,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,517.077,100
474,69,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,472.277,100
475,70,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,801.411,100
476,70,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,1000.38,100
477,70,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,894.989,100
478,70,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,789.236,100
479,70,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,896.9830000000001,100
480,70,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,844.418,100
481,71,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,706.673,100
482,71,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,727.4809999999999,100
483,71,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,526.35,100
484,71,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,611.33,100
485,71,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,483.522,100
486,71,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,292.611,100
487,72,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,927.6260000000001,100
488,72,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,883.8679999999999,100
489,72,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,862.971,100
490,72,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,799.731,100
491,72,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,725.8480000000001,100
492,72,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,545.607,100
493,73,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,864.7,100
494,73,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,764.7499999999999,100
495,73,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,763.6650000000001,100
496,73,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,624.381,100
497,73,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,523.4219999999999,100
498,73,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,401.17199999999997,100
499,74,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,783.7800000000001,100
500,74,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,718.33,100
501,74,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,610.0550000000001,100
502,74,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,588.8050000000001,100
503,74,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,403.022,100
504,74,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,395.967,100
505,75,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,718.1260000000001,100
506,75,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,680.526,100
507,75,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,729.045,100
508,75,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,604.203,100
509,75,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,550.683,100
510,75,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,435.716,100
511,76,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,774.8520000000001,100
512,76,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,711.633,100
513,76,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,668.587,100
514,76,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,556.9060000000001,100
515,76,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,552.022,100
516,76,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,470.28,100
517,77,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,851.0020000000001,100
518,77,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,873.499,100
519,77,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,813.9830000000001,100
520,77,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,770.423,100
521,77,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,670.358,100
522,77,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,571.982,100
523,78,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,814.995,100
524,78,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,852.1890000000001,100
525,78,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,738.2129999999999,100
526,78,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,683.4709999999999,100
527,78,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,516.638,100
528,78,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,318.2,329.3,99,253.7,0,0,0,0,0,0,0,488.28099999999995,100
529,79,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,544.226,100
530,79,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,485.386,100
531,79,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,395.667,100
532,79,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,363.739,100
533,79,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,349.557,100
534,79,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,258.748,100
535,80,0.99,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,748.135,100
536,80,2.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,849.85,100
537,80,3,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,640.681,100
538,80,4.04,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,645.779,100
539,80,5.01,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,516.572,100
540,80,6,-10.2,-5.6,-3.8,1.9,7.1,11.1,14.1,13.2,9.2,5,-2.1,-6.2,657.4,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,569.8199999999999,100
541,81,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,596.094,100
542,81,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,384.93,100
543,81,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,289.71000000000004,100
544,81,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,175.00199999999998,100
545,81,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,196.64000000000001,100
546,81,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,186.634,100
547,82,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,878.698,100
548,82,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,698.519,100
549,82,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,646.2789999999999,100
550,82,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,449.049,100
551,82,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,326.44,100
552,82,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,379.281,100
553,83,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,751.49,100
554,83,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,598.0830000000001,100
555,83,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,440.516,100
556,83,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,207.10899999999998,100
557,83,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,240.01799999999997,100
558,83,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,194.20200000000003,100
559,84,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,677.1630000000001,100
560,84,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,543.354,100
561,84,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,415.242,100
562,84,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,242.268,100
563,84,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,191.266,100
564,84,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,210.50999999999996,100
565,85,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,617.7199999999999,100
566,85,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,504.292,100
567,85,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,310.83500000000004,100
568,85,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,223.184,100
569,85,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,301.985,100
570,85,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,181.802,100
571,86,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,761.6650000000001,100
572,86,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,599.291,100
573,86,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,466.39899999999994,100
574,86,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,380.83500000000004,100
575,86,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,270.852,100
576,86,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,251.751,100
577,87,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,704.1379999999999,100
578,87,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,585.342,100
579,87,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,463.81,100
580,87,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,378.82599999999996,100
581,87,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,359.18799999999993,100
582,87,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,245.37099999999998,100
583,88,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,734.011,100
584,88,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,652.04,100
585,88,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,444.005,100
586,88,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,413.794,100
587,88,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,347.55,100
588,88,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,318.2,329.3,99,253.7,0,0,0,0,0,0,0,307.479,100
589,89,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,439.882,100
590,89,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,303.01800000000003,100
591,89,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,245.74400000000003,100
592,89,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,169.588,100
593,89,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,211.647,100
594,89,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,160.108,100
595,90,1,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,695.917,100
596,90,2.11,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,598.465,100
597,90,3.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,387.943,100
598,90,4.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,279.221,100
599,90,5.08,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,213.69299999999998,100
600,90,6.09,-10.6,-9.3,-2.9,5.4,13,18.3,21,19.6,14.9,8.9,2.1,-6.9,863.3,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,196.267,100
601,91,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,534.807,100
602,91,2.01,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,439.406,100
603,91,2.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,438.93399999999997,100
604,91,3.97,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,409.25199999999995,100
605,91,4.99,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,426.15000000000003,100
606,91,5.95,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,291.63800000000003,100
607,92,1,-14.7,-13.6,-7.8,-0.6,6.4,12.6,14.7,13.5,9.1,2.9,-3.9,-11.7,1494.2,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,802.531,100
